funding_total_usd,status,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,main_category,funding_total_category
,acquired,ISR,San Francisco,1,2012-10-01,2012-10-01,2012,2,Bridging Online and Offline,3
800000.0,operating,USA,Seattle,1,2015-02-16,2015-02-16,2005,1,Biotechnology,0
2134804.0,operating,USA,Austin,1,2010-05-26,2010-05-26,1999,1,Finance,1
,operating,FIN,Espoo,1,2007-08-22,2007-08-22,2006,1,Software,3
53750000.0,operating,CHN,Hubei,2,2008-06-25,2009-08-01,1990,1,Games,1
50000.0,closed,PER,Lima,1,2012-11-01,2012-11-01,2012,0,Application Platforms,0
1000000.0,operating,IND,Jaipur,1,2014-05-13,2014-05-13,2013,1,E-Commerce,0
7000000.0,operating,USA,San Francisco,1,2013-11-19,2013-11-19,2012,1,Enterprise Software,1
2600000.0,closed,SWE,Stockholm,1,2012-05-15,2012-05-15,2011,0,Advertising,1
112000.0,operating,USA,Boulder,1,2009-12-16,2009-12-16,2009,1,Finance,0
6000000.0,acquired,USA,Vancouver,1,2009-08-18,2009-08-18,2012,2,Web Hosting,1
3977006.0,operating,CHN,Shanghai,2,2006-12-06,2010-12-21,2012,1,Manufacturing,1
,operating,GBR,London,1,2015-03-01,2015-03-01,2014,1,Software,3
3150000.0,acquired,USA,New York,4,2012-01-24,2013-12-26,2011,2,Big Data,1
10190000.0,operating,USA,Minnetonka,4,2013-06-14,2015-08-18,2013,1,Consumer Internet,1
5000.0,operating,USA,San Francisco,1,2013-09-26,2013-09-26,2013,1,Consulting,0
115695619.0,operating,USA,Columbus,1,2015-08-26,2015-08-26,1916,1,Education,2
16227.0,operating,USA,San Francisco,1,2015-03-31,2015-03-31,2012,1,Distribution,0
200000.0,operating,USA,Broomfield,1,2015-01-29,2015-01-29,2014,1,Medical,0
37770000.0,operating,USA,San Francisco,3,2014-07-01,2015-04-09,2013,1,Financial Services,1
2459722.05140819,operating,DEU,Bonn,1,2015-03-04,2015-03-04,2012,1,Collaboration,1
,operating,USA,Richmond,1,2014-08-12,2014-08-12,2014,1,Education,3
,operating,USA,Sunnyvale,1,2014-06-01,2014-06-01,2013,1,Apps,3
3250000.0,operating,GBR,London,1,2014-10-16,2014-10-16,2012,1,E-Commerce,1
,operating,USA,New York,2,2010-03-01,2011-09-01,2013,1,Business Development,3
101900000.0,operating,USA,Highlands Ranch,1,2015-08-19,2015-08-19,2012,1,Flash Sales,2
200000.0,operating,USA,Layton,1,2015-06-29,2015-06-29,2014,1,Internet,0
88800000.0,operating,USA,Seattle,2,2015-03-18,2015-11-04,2011,1,Classifieds,1
140000.0,operating,CHL,Santiago,3,2013-01-01,2014-10-01,2013,1,Delivery,0
27000000.0,operating,USA,San Carlos,2,2011-09-20,2014-01-22,2006,1,Health Care,1
,closed,USA,Jaffrey,1,1997-02-28,1997-02-28,1985,0,Software,3
2500000.0,operating,USA,Palestine,1,2015-05-27,2015-05-27,2012,1,Online Travel,1
20500000.0,operating,USA,Lehi,2,2014-06-11,2015-11-03,2011,1,Dental,1
,operating,ITA,Modena,1,2015-07-30,2015-07-30,2015,1,Software,3
,operating,USA,Mountain View,1,2011-02-16,2011-02-16,2012,1,Biotechnology,3
,operating,ARE,Dubai,1,2015-02-01,2015-02-01,2012,1,Services,3
,operating,USA,Palm Beach Shores,1,2015-09-01,2015-09-01,2012,1,Health and Wellness,3
,operating,USA,Pittsburgh,2,2009-02-25,2010-06-04,2003,1,Design,3
,operating,USA,Knoxville,1,2015-05-06,2015-05-06,2013,1,Events,3
4400000.0,operating,USA,Bryn Mawr,1,2013-09-19,2013-09-19,2008,1,Biotechnology,1
,operating,USA,Los Angeles,2,2010-10-05,2014-10-22,1975,1,Brand Marketing,3
6230000.0,operating,USA,San Francisco,2,2010-04-13,2010-11-30,2010,1,Advertising,1
1170000.0,operating,USA,San Francisco,2,2011-08-01,2012-09-08,2010,1,Art,1
8100000.0,operating,CHN,Qingdao Shi,1,2009-09-09,2009-09-09,2012,1,Hardware + Software,1
650000.0,operating,USA,South San Francisco,1,2013-05-23,2013-05-23,2011,1,Business Development,0
42000000.0,acquired,USA,Acton,6,2003-03-17,2010-06-22,2001,2,Mobile,1
16837899.0,ipo,USA,Saint Paul,1,2010-03-03,2010-03-03,1960,2,E-Commerce,1
72000000.0,operating,AUS,Surry Hills,2,2012-01-01,2013-07-10,2011,1,Fashion,1
100000.0,operating,USA,Charleston,2,2014-05-01,2015-03-01,2012,1,Home & Garden,0
11100000.0,acquired,ISR,Bet Dagan,2,2006-12-07,2014-09-17,2006,2,Security,1
75000.0,operating,USA,Austin,1,2011-03-01,2011-03-01,2011,1,Environmental Innovation,0
3000000.0,operating,USA,Boston,1,2012-02-13,2012-02-13,2011,1,Clean Technology,1
37600000.0,operating,USA,Grapevine,1,2009-12-18,2009-12-18,2006,1,Clean Energy,1
476883.0,operating,GBR,Bristol,2,2014-03-31,2014-04-02,2012,1,Hospitality,0
2000000.0,operating,USA,Centennial,1,2009-01-01,2009-01-01,2009,1,Charter Schools,1
1000000.0,operating,CZE,San Francisco,1,2006-12-18,2006-12-18,2012,1,Games,0
30000000.0,operating,CAN,Montréal,2,2011-06-13,2015-06-15,2005,1,Biotechnology,1
2015130.0,operating,USA,Nashville,1,2012-01-23,2012-01-23,2010,1,Biotechnology,1
,operating,NLD,San Francisco,1,2011-05-20,2011-05-20,2012,1,Biotechnology,3
13400000.0,operating,ISR,Tel Aviv,3,2013-11-01,2015-05-05,2010,1,Design,1
842947.0,operating,GBR,Birmingham,2,2012-06-29,2013-01-10,2012,1,Advertising Platforms,0
,operating,USA,Seattle,1,2008-01-01,2008-01-01,2008,1,Blogging Platforms,3
120500000.0,operating,USA,San Francisco,6,2013-03-01,2015-07-27,2012,1,Financial Services,2
160010.0,operating,GBR,Waltham,1,2014-02-10,2014-02-10,2004,1,Education,0
759000.0,operating,USA,Sunnyvale,3,2011-07-13,2013-07-01,2011,1,Curated Web,0
500000.0,operating,USA,Yardley,1,2015-08-14,2015-08-14,2015,1,Health and Wellness,0
51464.0,operating,AUT,Sankt Ruprecht An Der Raab,1,2013-08-20,2013-08-20,2010,1,Mobile,0
5620000.0,operating,USA,San Francisco,3,2014-12-01,2015-09-24,2014,1,Open Source,1
,operating,HKG,Hong Kong,1,2014-01-18,2014-01-18,2013,1,E-Commerce,3
1000000.0,operating,USA,Buffalo,1,2014-07-02,2014-07-02,2006,1,Biotechnology,0
,operating,USA,San Francisco,1,2014-07-21,2014-07-21,2012,1,Software,3
,operating,CHN,Beijing,1,2014-05-10,2014-05-10,2012,1,Software,3
72066.807269164,operating,DEU,Berlin,2,2015-04-04,2015-07-01,2013,1,Politics,0
,operating,USA,Marina Del Rey,1,2011-12-31,2011-12-31,2012,1,Software,3
50000.0,operating,USA,Pittsburgh,1,2014-09-15,2014-09-15,2014,1,Technology,0
,operating,USA,Montclair,1,2012-08-01,2012-08-01,2013,1,Consumer Goods,3
20000.0,operating,BRA,São Paulo,1,2014-03-19,2014-03-19,2014,1,Advertising,0
1200000.0,operating,IND,Chennai,1,2012-01-01,2012-01-01,2007,1,EdTech,1
,operating,FIN,Jyväskylä,1,2014-05-02,2014-05-02,2014,1,Entertainment,3
1375748.0,operating,GBR,San Francisco,1,2011-07-21,2011-07-21,2012,1,E-Commerce,1
108700.0,operating,GBR,London,1,2014-11-06,2014-11-06,2014,1,Security,0
15444591.0,operating,USA,Columbia Falls,5,2011-04-13,2015-04-08,2009,1,Clean Technology,1
,operating,USA,San Francisco,1,2013-07-07,2013-07-07,2012,1,Telecommunications,3
108869760.0,ipo,USA,San Luis Obispo,6,2005-10-01,2015-04-20,2001,2,Software,2
1600000.0,operating,USA,San Francisco,2,2014-09-09,2015-11-17,2010,1,Apps,1
19299.0,operating,POL,Szczecin,1,2013-09-02,2013-09-02,2009,1,Travel,0
194000.0,operating,CAN,Vancouver,1,2010-09-29,2010-09-29,2012,1,Software,0
250000.0,operating,USA,Atlanta,2,2012-09-01,2013-06-01,2012,1,Android,0
50000.0,operating,USA,New York,1,2014-02-04,2014-02-04,2012,1,E-Commerce,0
9402703.0,operating,USA,Poughkeepsie,3,2009-07-01,2015-06-18,2006,1,Android,1
780000.0,operating,GBR,London,2,2011-05-15,2013-08-01,2011,1,Freemium,0
1000000.0,operating,USA,Kansas City,1,2015-03-04,2015-03-04,2014,1,Apps,0
250000.0,operating,USA,Secaucus,1,2010-04-09,2010-04-09,2010,1,Software,0
1210185.0,closed,DEU,Potsdam,2,2006-07-17,2009-06-05,2012,0,Design,1
25000.0,operating,USA,San Francisco,1,2014-04-15,2014-04-15,2012,1,Technology,0
500000.0,operating,USA,New York,1,2012-09-01,2012-09-01,2012,1,Analytics,0
190000.0,operating,USA,Naperville,1,2011-08-25,2011-08-25,2011,1,Software,0
1270000.0,operating,FRA,Paris,1,2010-05-11,2010-05-11,2004,1,Aerospace,1
95199996.0,operating,USA,San Diego,5,2012-11-30,2015-07-29,2009,1,Health Care,1
7800000.0,operating,CAN,French Village,1,2015-10-12,2015-10-12,2012,1,E-Commerce,1
,operating,USA,Quincy,1,2014-04-09,2014-04-09,2013,1,Medical,3
100000.0,operating,USA,Burlington,1,2011-01-10,2011-01-10,2008,1,Advertising,0
757625.0,operating,GBR,Dundee,1,2013-09-18,2013-09-18,2009,1,Biotechnology,0
,operating,USA,Los Angeles,1,2015-07-06,2015-07-06,1970,1,Brokers,3
2500000.0,closed,USA,Palo Alto,1,2005-08-26,2005-08-26,2000,0,Software,1
5500000.0,operating,USA,San Francisco,2,2013-11-29,2015-10-23,2010,1,Design,1
,operating,FRA,Chevalet,2,2014-05-28,2014-06-17,2013,1,Manufacturing,3
80000000.0,operating,CHN,San Francisco,3,2007-06-01,2011-03-01,2002,1,E-Commerce,1
2000000.0,operating,USA,Atlanta,3,2010-10-26,2012-05-29,2010,1,Software,1
2500000.0,operating,PRT,Porto,1,2012-12-10,2012-12-10,2009,1,Analytics,1
6000000.0,operating,USA,Glenwood,1,2006-10-01,2006-10-01,2012,1,Software,1
5293072.0,operating,USA,Conifer,7,2009-12-21,2015-08-12,2005,1,Software,1
2685000.0,operating,COL,Bogotá,5,2012-06-01,2014-05-01,2011,1,Automotive,1
16461305.0,operating,USA,Pittsburgh,8,2007-02-07,2013-03-28,2001,1,Collaboration,1
,operating,USA,San Diego,2,2014-04-01,2014-04-01,2014,1,Mobile Commerce,3
10660000.0,operating,USA,Oakland,5,2010-01-29,2013-06-07,2004,1,Analytics,1
11263347.0,operating,CAN,Ottawa,2,2003-11-05,2004-03-12,2012,1,Technology,1
12500.0,operating,USA,San Francisco,1,2015-05-14,2015-05-14,2014,1,Colleges,0
,closed,CHN,Shanghai,1,2015-06-13,2015-06-13,2007,0,Angels,3
1170000.0,operating,USA,Flower Mound,1,2008-02-13,2008-02-13,1998,1,Software,1
1500000.0,closed,USA,Los Angeles,1,2011-09-06,2011-09-06,2010,0,E-Commerce,1
20000000.0,ipo,CHN,Shanghai,1,2006-10-31,2006-10-31,2001,2,Hardware,1
,operating,USA,San Francisco,1,2014-04-22,2014-04-22,2012,1,Media,3
5100000.0,operating,USA,Boulder,3,2011-08-01,2012-05-16,2010,1,Families,1
,closed,USA,San Francisco,1,2009-10-23,2009-10-23,2007,0,Location Based Services,3
357500.0,operating,USA,Chicago,3,2013-02-22,2015-04-08,2012,1,Property Management,0
,operating,USA,Ponca City,1,2012-09-13,2012-09-13,2012,1,Real Estate,3
3000000.0,operating,USA,Petaluma,1,2012-04-16,2012-04-16,2012,1,Software,1
,operating,USA,Portland,1,2012-10-08,2012-10-08,2012,1,Software,3
,operating,USA,Hummelstown,2,2014-09-29,2015-10-06,2004,1,Clinical Trials,3
58340499.0,operating,USA,Schaumburg,4,2012-10-02,2014-01-13,2004,1,Health and Wellness,1
30000.0,operating,USA,New York,1,2011-10-10,2011-10-10,2011,1,E-Commerce,0
315380.0,closed,EST,Tallinn,1,2008-04-24,2008-04-24,2006,0,Software,0
550000.0,operating,CAN,Vancouver,2,2011-01-01,2015-07-03,2010,1,SaaS,0
1610000.0,operating,USA,Wynnewood,2,2011-12-02,2012-01-16,2008,1,Biotechnology,1
4550000.0,operating,USA,Brevard,2,2012-08-28,2015-02-27,2009,1,Local Businesses,1
2000000.0,operating,USA,San Francisco,1,2015-01-10,2015-01-10,2012,1,Food Processing,1
,operating,USA,West Palm Beach,1,2015-01-17,2015-01-17,2012,1,Health and Wellness,3
,operating,COL,Bogotá,1,2013-01-01,2013-01-01,2012,1,Consulting,3
2500000.0,operating,GBR,London,1,2013-02-10,2013-02-10,2012,1,Estimation and Quoting,1
1000000.0,closed,USA,San Francisco,1,2003-02-07,2003-02-07,2012,0,Design,0
14000000.0,operating,CHN,Beijing,4,2006-01-01,2013-08-01,2004,1,Fashion,1
25000.0,closed,RUS,Moscow,1,2013-12-01,2013-12-01,2012,0,SaaS,0
3100000.0,operating,USA,Alpharetta,2,2012-11-29,2013-05-14,1990,1,E-Commerce,1
1000000.0,operating,CAN,Montréal,1,2015-01-22,2015-01-22,2014,1,Fitness,0
75000.0,operating,USA,Portland,3,2012-08-21,2014-04-22,2012,1,SEO,0
,operating,CAN,Ottawa,1,2010-04-29,2010-04-29,2007,1,News,3
3316130.0,operating,USA,Cambridge,1,2015-10-08,2015-10-08,2012,1,Robotics,1
1742558.0,operating,NLD,Amsterdam,2,2012-11-21,2015-05-11,2011,1,E-Commerce,1
10000000.0,operating,USA,Los Gatos,1,2007-05-01,2007-05-01,2003,1,Web Hosting,1
4300000.0,operating,CHE,Geneva,1,2012-11-05,2012-11-05,2007,1,Information Security,1
150000.0,operating,USA,Rockville,1,2012-04-12,2012-04-12,2011,1,Biotechnology,0
81389.0,operating,CHN,Baoji,1,2013-06-01,2013-06-01,2008,1,Web Hosting,0
42658161.0,ipo,USA,San Francisco,2,2013-05-31,2014-01-30,2007,2,Domains,1
,operating,USA,San Francisco,1,2009-08-13,2009-08-13,2009,1,Curated Web,3
,operating,USA,San Francisco,1,2014-06-30,2014-06-30,2012,1,Building Products,3
1262064.0,operating,GBR,London,7,2012-08-01,2014-09-30,2012,1,IaaS,1
4000000.0,operating,USA,New York,1,2015-05-21,2015-05-21,2001,1,Education,1
1566772.48598298,operating,SWE,Lund,2,2015-06-25,2015-11-23,2013,1,Technology,1
38065772.0,operating,USA,Austin,4,2009-09-21,2014-12-15,2002,1,Health Care,1
21100000.0,operating,USA,Manchester,3,2005-10-01,2013-05-18,2003,1,Architecture,1
3310000.0,operating,USA,Cupertino,3,2009-08-12,2011-10-18,2007,1,Clean Technology,1
3500000.0,operating,CAN,Vancouver,1,2002-02-07,2002-02-07,2000,1,Consulting,1
58000.0,operating,USA,Williston,1,2012-04-12,2012-04-12,2011,1,Consumers,0
2943716.0,operating,CAN,Thunder Bay,3,2010-12-09,2015-06-26,2001,1,Biotechnology,1
10000.0,operating,USA,Albuquerque,1,2013-09-01,2013-09-01,2013,1,Health and Wellness,0
120000.0,operating,VEN,San Francisco,1,2013-10-18,2013-10-18,2014,1,Analytics,0
,operating,CZE,Ctibor,1,2015-11-17,2015-11-17,2013,1,Software,3
,closed,USA,San Francisco,1,2002-10-01,2002-10-01,2012,0,Software,3
290000.0,operating,CAN,Vaughan,2,2009-09-09,2010-02-01,2009,1,Consumer Goods,0
909202.0,closed,USA,San Francisco,3,2014-06-01,2015-06-16,2013,0,Document Management,0
10664943639.0,operating,USA,San Francisco,1,2000-01-01,2000-01-01,1988,1,Consulting,2
533333.0,operating,SAU,Jeddah,1,2014-04-01,2014-04-01,2014,1,EdTech,0
227287.0,operating,GBR,London,1,2013-06-20,2013-06-20,2011,1,E-Commerce,0
1384000.0,operating,USA,Seattle,1,2014-05-27,2014-05-27,2012,1,Health Care,1
1000000.0,operating,GBR,London,1,2014-12-18,2014-12-18,2014,1,Apps,0
10454545.0,ipo,CHN,Shenzhen,3,2011-01-01,2013-09-01,2009,2,Android,1
,operating,FRA,Pontault,1,2014-06-17,2014-06-17,2006,1,Software,3
900000.0,operating,USA,Saint Louis,4,2012-05-01,2013-10-31,2008,1,Advertising,0
,operating,USA,Palo Alto,1,2010-11-01,2010-11-01,2010,1,Databases,3
500000.0,operating,USA,Gainesville,1,2014-09-24,2014-09-24,2014,1,Medical Devices,0
16000000.0,ipo,USA,Lafayette,1,2014-06-30,2014-06-30,2007,2,Banking,1
55000000.0,operating,USA,San Francisco,2,2012-07-31,2014-02-01,2012,1,Baby Accessories,1
1043770.0,operating,USA,Somerset,2,2009-06-08,2015-09-03,2006,1,Biotechnology,1
30000.0,operating,USA,Sacramento,1,2013-06-16,2013-06-16,2006,1,Android,0
6547691.0,operating,USA,Burbank,3,2013-01-11,2014-05-21,2009,1,Electronic Health Records,1
91640001.0,operating,USA,Atlanta,3,2005-09-19,2015-04-14,2003,1,Finance,1
980776.0,operating,KOR,Seoul,1,2014-06-17,2014-06-17,2012,1,Business Services,0
100000.0,operating,USA,New York,1,2014-08-01,2014-08-01,2012,1,Business Analytics,0
,operating,PRT,Porto,1,2014-10-13,2014-10-13,2011,1,Advertising,3
,operating,USA,Friendswood,1,2014-01-01,2014-01-01,2013,1,Transportation,3
,closed,USA,Philadelphia,1,2007-11-01,2007-11-01,2007,0,Curated Web,3
,operating,CAN,San Francisco,1,2013-08-26,2013-08-26,2012,1,Software,3
15000000.0,acquired,USA,Milpitas,1,2008-04-16,2008-04-16,2005,2,Mobile,1
453176.0,closed,NLD,Amsterdam,1,2012-01-01,2012-01-01,2012,0,Data Mining,0
285899.424173236,operating,SWE,Stockholm,2,2005-01-25,2015-02-01,2014,1,Technology,0
,closed,CAN,Victoria,1,2011-08-26,2011-08-26,2011,0,Film,3
15600000.0,operating,USA,San Francisco,4,2009-05-19,2011-02-17,2007,1,Music,1
1583500.0,acquired,USA,San Francisco,4,2013-07-29,2015-07-16,2012,2,Finance,1
,operating,USA,Baton Rouge,1,2015-05-09,2015-05-09,2012,1,Software,3
9412407.0,operating,USA,Raleigh,5,2011-02-15,2014-04-16,2009,1,Software,1
1356320.0,acquired,CAN,Vancouver,3,2012-05-22,2014-02-01,2011,2,E-Commerce,1
1550000.0,closed,USA,Charlotte,2,2012-04-17,2012-05-30,2010,0,Advertising,1
,acquired,USA,San Francisco,1,2009-01-20,2009-01-20,2008,2,Audio,3
170000000.0,operating,USA,Beech Island,2,2008-08-06,2014-07-14,2012,1,Commercial Real Estate,2
1128000.0,operating,USA,Mountain View,2,2015-06-14,2015-11-23,2014,1,Customer Service,1
7531.0,operating,IND,Ghaziabad,1,2015-09-02,2015-09-02,2014,1,Travel,0
,operating,USA,Lindon,1,2012-01-01,2012-01-01,2008,1,Human Resources,3
2800000.0,operating,FRA,Mougins,1,2009-05-25,2009-05-25,2004,1,M2M,1
10000000.0,operating,CHN,Guangzhou,1,2012-02-01,2012-02-01,2011,1,Mobile,1
2075000.0,operating,USA,Petaluma,1,2012-05-21,2012-05-21,2009,1,Software,1
2000000.0,operating,USA,Seattle,1,2012-07-06,2012-07-06,2010,1,Games,1
4350000.0,operating,ISR,Ra'anana,4,2007-08-01,2012-06-20,2007,1,Advertising,1
600000.0,operating,USA,Austin,1,2010-02-17,2010-02-17,2009,1,Software,0
542421.0,operating,USA,Fitchburg,3,2011-01-07,2014-10-06,2012,1,Medical Devices,0
,acquired,DEU,Munich,1,2012-02-29,2012-02-29,2010,2,Cloud Computing,3
825.0,operating,USA,New York,1,2015-01-09,2015-01-09,2012,1,Toys,0
,operating,DEU,Berlin,1,2014-03-01,2014-03-01,2014,1,Finance,3
862000.0,operating,USA,San Francisco,1,2007-12-17,2007-12-17,2007,1,Rapidly Expanding,0
1500000.0,operating,USA,San Francisco,1,2015-06-16,2015-06-16,2012,1,Apps,1
20000.0,operating,USA,San Jose,1,2014-04-30,2014-04-30,2015,1,Finance,0
3326424.0,operating,USA,Seattle,2,2014-09-09,2015-07-01,2014,1,Hardware + Software,1
7700000.0,operating,USA,Provo,3,2014-01-01,2015-06-16,2012,1,Biotechnology,1
692000.0,operating,USA,Miami,2,2014-03-01,2015-02-01,2014,1,Finance,0
29310000.0,acquired,USA,Eden Prairie,2,2003-07-18,2006-09-25,2002,2,Data Security,1
40000.0,operating,CHL,Santiago,1,2012-08-10,2012-08-10,2009,1,Games,0
140000.0,operating,USA,Portland,1,2010-05-04,2010-05-04,1999,1,Fashion,0
280000.0,operating,CHN,Shanghai,1,2008-10-01,2008-10-01,2012,1,E-Commerce,0
9007512.0,operating,USA,Columbus,4,2008-01-23,2013-09-06,2007,1,Biotechnology,1
250000.0,operating,GBR,London,1,2013-12-21,2013-12-21,2013,1,iPhone,0
,operating,USA,San Francisco,1,2015-01-28,2015-01-28,2012,1,Medical,3
778000.0,operating,USA,San Francisco,2,2013-02-01,2013-03-06,2012,1,Enterprises,0
12399999.0,operating,USA,San Jose,3,2006-01-01,2010-04-30,2008,1,Software,1
,closed,USA,Greenville,1,2012-08-15,2012-08-15,2012,0,Mobile,3
,operating,USA,Baltimore,1,2014-01-01,2014-01-01,2013,1,Colleges,3
,operating,USA,New York,1,2015-01-01,2015-01-01,2015,1,Hotels,3
,ipo,CHN,Beijing,1,2001-04-01,2001-04-01,1999,2,Media,3
218000.0,operating,USA,Queens,2,2014-05-16,2015-02-01,2013,1,Education,0
355000.0,closed,USA,Los Angeles,2,2009-04-01,2009-12-01,2009,0,Games,0
1000000.0,operating,USA,East Lansing,1,2013-10-01,2013-10-01,2003,1,Hardware + Software,0
18000000.0,operating,USA,San Jose,1,2014-04-24,2014-04-24,2011,1,Financial Services,1
,operating,USA,Burbank,1,2011-12-26,2011-12-26,2011,1,Apps,3
1000000.0,operating,USA,Foster City,2,2014-01-01,2014-06-16,2012,1,Internet,0
,operating,USA,De Pere,1,2011-03-01,2011-03-01,2012,1,Social Media,3
,operating,GBR,Stafford,1,2014-01-01,2014-01-01,2013,1,Match-Making,3
,operating,GBR,London,2,2013-11-11,2015-09-10,2014,1,Android,3
2500000.0,operating,USA,San Francisco,1,2015-03-12,2015-03-12,2012,1,Apps,1
42000000.0,operating,USA,Greenwich,1,2015-11-16,2015-11-16,2012,1,Real Estate,1
2797920.0,operating,FRA,Paris,1,2009-01-01,2009-01-01,2007,1,Collaboration,1
50000000.0,operating,IND,Bangalore,1,2015-07-29,2015-07-29,2015,1,Local Businesses,1
1121650.0,operating,IRL,Limerick,3,2012-01-01,2014-08-05,2013,1,Machine Learning,1
900000.0,operating,USA,Seattle,1,2013-11-04,2013-11-04,2013,1,Software,0
1337776.0,operating,ITA,Milan,2,2014-01-12,2015-01-20,2012,1,Curated Web,1
7295369.0,operating,USA,Atlanta,2,2014-08-29,2015-06-04,2012,1,Education,1
2200000.0,operating,USA,Chicago,1,2014-03-19,2014-03-19,2011,1,Healthcare Services,1
107060133.0,operating,USA,Irvine,2,2015-01-16,2015-11-20,2013,1,Social Commerce,2
375000.0,operating,USA,Portland,1,2014-06-02,2014-06-02,2014,1,Match-Making,0
,operating,USA,Santa Clara,1,2014-07-19,2014-07-19,2013,1,Analytics,3
,acquired,USA,Portland,1,2009-03-24,2009-03-24,2012,2,Career Management,3
2200000.0,operating,CAN,Sherwood Park,1,2014-11-18,2014-11-18,2014,1,Medical,1
40000.0,operating,CHL,Santiago,1,2012-12-11,2012-12-11,2012,1,Fashion,0
,operating,USA,San Francisco,1,2015-07-01,2015-07-01,2014,1,Life Sciences,3
1400000.0,operating,USA,Fayetteville,1,2013-09-24,2013-09-24,1871,1,Education,1
1000000.0,closed,USA,San Francisco,1,2012-11-01,2012-11-01,2012,0,Communities,0
3000000.0,operating,USA,Bellevue,1,2013-06-27,2013-06-27,2012,1,Enterprise Software,1
370000.0,operating,USA,New York,3,2005-01-01,2015-07-05,2003,1,Finance,0
,operating,CAN,Rosebud,1,2012-11-16,2012-11-16,2009,1,Gps,3
,operating,IND,Bangalore,1,2012-06-21,2012-06-21,2007,1,Hardware + Software,3
345000.0,operating,USA,Atlantic Highlands,1,2014-04-09,2014-04-09,2012,1,Curated Web,0
1875000.0,acquired,USA,San Francisco,1,2013-03-01,2013-03-01,2013,2,Mobile,1
8534999.0,operating,GBR,Milton Keynes,5,2010-03-11,2014-10-02,2008,1,Software,1
1500000.0,operating,USA,Albuquerque,1,2013-11-27,2013-11-27,1889,1,Education,1
18100000.0,acquired,USA,New York,1,2009-12-16,2009-12-16,2007,2,Advertising,1
8000000.0,operating,USA,Milpitas,1,2015-08-31,2015-08-31,2008,1,Semiconductors,1
20000000.0,ipo,USA,New York,1,2014-08-05,2014-08-05,2012,2,Groceries,1
1000000.0,acquired,USA,Baltimore,1,2009-01-01,2009-01-01,2012,2,Enterprise Software,0
4349586.0,operating,BRA,São Paulo,5,2014-01-01,2015-01-23,2013,1,Customer Service,1
3915000.0,acquired,USA,New York,2,2010-01-19,2010-12-30,2008,2,Advertising,1
157654.0,operating,AUS,Sydney,1,2014-08-09,2014-08-09,2014,1,E-Commerce,0
3143047.0,operating,GBR,London,1,2015-06-30,2015-06-30,2015,1,Finance,1
,operating,SWE,Gothenburg,1,2015-11-06,2015-11-06,1941,1,Manufacturing,3
52110.0,closed,ESP,Madrid,1,2013-07-01,2013-07-01,2012,0,E-Commerce,0
,operating,SWE,Stockholm,1,2014-12-31,2014-12-31,2013,1,Finance,3
43000000.0,ipo,USA,Newton,2,2006-08-27,2011-12-21,1999,2,Information Security,1
10000000.0,operating,CHN,Beijing,2,2006-01-01,2007-07-01,2012,1,Finance,1
280000.0,operating,USA,San Francisco,2,2010-10-20,2011-01-01,2008,1,Facebook Applications,0
3500000.0,operating,USA,Woodland Hills,1,2008-10-15,2008-10-15,2001,1,Finance,1
,operating,USA,San Francisco,1,2013-04-01,2013-04-01,2012,1,Energy,3
1650000.0,operating,USA,San Francisco,1,2013-11-10,2013-11-10,2013,1,Analytics,1
237280.0,operating,POL,Szczecin,1,2009-05-01,2009-05-01,2009,1,Finance,0
1950000.0,operating,USA,Oakland,2,2011-06-22,2011-08-11,2012,1,Aerospace,1
,operating,USA,San Francisco,1,2015-01-07,2015-01-07,2014,1,Communities,3
20000.0,operating,USA,San Francisco,1,2014-07-14,2014-07-14,2013,1,Clean Technology,0
68725050.0,operating,FRA,Paris,4,2010-06-24,2015-09-03,2009,1,E-Commerce,1
,operating,CAN,Vancouver,1,2009-10-01,2009-10-01,2009,1,Art,3
,operating,USA,Philadelphia,1,2010-10-13,2010-10-13,1996,1,Consulting,3
92500000.0,ipo,USA,Dublin,3,2014-01-21,2015-05-11,1983,2,Biotechnology,1
132000000.0,acquired,USA,Cambridge,3,2010-11-23,2014-01-28,2012,2,Biotechnology,2
4710000.0,operating,USA,San Francisco,1,2008-05-22,2008-05-22,2012,1,Biotechnology,1
6992898.0,operating,GBR,Birmingham,2,2012-04-25,2015-08-11,2012,1,Games,1
22392121.0,closed,CHN,Wuhan,2,2012-08-21,2012-09-26,2008,0,Biotechnology,1
23693.0,operating,CAN,Toronto,1,2013-04-03,2013-04-03,2012,1,Health Care,0
125000.0,operating,USA,Bellevue,1,2010-07-10,2010-07-10,2011,1,Software,0
750000.0,operating,USA,Newton,1,2012-01-17,2012-01-17,2012,1,Mobile,0
33632000.0,ipo,USA,New York,5,2006-08-01,2011-07-27,2006,2,Mobile,1
,operating,USA,Kirkland,1,2012-05-01,2012-05-01,2011,1,Mobile,3
,operating,USA,San Francisco,1,2015-02-19,2015-02-19,2012,1,Software,3
60000.0,operating,TUR,Ankara,1,2014-11-10,2014-11-10,2014,1,Location Based Services,0
27500000.0,operating,CHE,Reinach,1,2009-12-11,2009-12-11,2004,1,Biotechnology,1
300000.0,closed,USA,San Francisco,1,2007-03-01,2007-03-01,2007,0,Content,0
